131.21,50.013,167.71,139.66
131.21,50.642,167.71,139.66
131.52,51.271,167.71,139.66
131.52,51.586,167.71,139.97
131.52,51.586,167.71,140.29
131.52,52.844,167.71,140.6
131.52,53.473,167.71,141.86
130.58,54.731,167.39,142.18
130.27,55.99,166.45,143.75
129.32,57.248,166.14,145.01
129.32,58.82,165.82,146.89
129.32,61.337,165.82,148.78
129.32,63.539,165.82,151.3
130.58,66.684,166.77,154.13
131.84,70.144,168.02,157.27
134.36,74.548,170.86,161.68
136.87,79.266,173.37,167.34
140.33,84.299,177.46,171.43
146.31,88.073,182.5,175.2
151.66,92.792,188.48,179.29
158.58,96.566,195.08,183.38
166.14,100.03,202.64,186.84
173.37,102.54,210.5,189.99
180.3,104.43,218.05,191.56
187.85,106,225.92,193.13
196.03,107.26,235.04,194.08
203.58,107.89,243.23,194.71
210.5,107.89,250.15,195.96
216.48,109.46,256.13,196.59
221.2,109.46,261.16,196.59
224.66,109.15,264.62,196.59
226.23,109.46,266.51,196.59
226.23,107.89,266.82,195.65
222.77,107.89,263.36,195.33
217.74,107.26,257.38,194.71
211.13,106.63,250.46,194.71
204.21,106.63,242.28,194.39
194.77,106.63,233.47,194.39
183.44,106.95,222.14,194.39
173.06,106.95,210.82,195.33
162.36,108.52,200.12,195.96
151.35,109.46,188.79,196.28
143.17,109.78,179.98,197.54
135.61,111.35,172.74,198.79
126.8,112.29,163.3,199.74
117.36,113.24,155.12,200.05
109.5,114.5,146.31,201.31
101,115.44,139.08,202.57
95.339,116.7,133.41,203.2
89.046,116.7,127.75,204.46
84.326,115.75,122.71,203.83
79.292,116.07,117.68,202.57
76.146,111.98,114.53,200.05
75.516,108.83,113.59,196.59
75.516,102.86,113.59,192.19
76.146,97.824,114.53,186.53
77.404,91.533,115.48,180.24
80.865,84.299,118.31,172.69
83.697,77.064,121.77,166.4
87.158,70.144,125.23,159.16
91.249,63.853,129.32,152.24
94.081,59.135,132.47,146.89
99.115,54.417,136.24,143.43
106.35,50.957,144.11,139.34
114.22,48.44,151.03,136.2
122.4,46.553,158.9,134.31
130.89,45.295,167.71,133.37
140.02,45.295,177.78,132.42
149.14,46.239,186.59,133.37
157.95,48.44,194.77,136.2
166.77,50.957,203.89,138.72
174.32,54.731,211.76,140.29
181.87,55.675,219.94,143.12
189.73,57.877,228.44,145.01
198.86,59.449,237.56,146.26
206.41,60.708,245.43,146.58
212.39,61.022,252.04,147.21
217.74,61.966,257.7,148.47
221.51,61.966,261.79,149.1
223.72,61.651,263.68,148.78
221.83,61.022,262.1,147.52
216.79,59.135,257.38,145.32
209.56,56.933,250.46,143.12
200.75,54.731,241.02,140.6
192.25,51.9,231.9,138.72
182.81,49.384,222.14,135.57
172.43,46.868,211.45,133.68
162.36,44.037,201.38,131.48
153.86,42.15,190.36,129.59
143.8,41.206,180.61,128.34
133.41,41.206,170.54,127.39
123.03,41.206,160.47,128.02
112.33,43.408,149.46,129.91
102.58,45.924,140.02,132.74
93.451,49.384,129.95,135.26
85.9,52.53,122.4,138.4
79.292,55.046,116.42,140.92
73.943,58.82,111.7,144.69
72.37,63.224,110.44,149.72
73.628,67.313,111.39,153.5
75.516,73.604,113.27,159.48
78.033,78.637,115.48,164.82
81.18,83.984,119.25,170.17
86.214,89.332,123.34,175.2
89.361,94.679,126.49,180.24
92.508,100.03,128.69,185.9
94.395,106.63,131.52,192.5
97.542,113.24,134.04,197.85
99.43,118.58,135.3,203.83
102.58,122.99,138.76,207.6
106.67,126.13,142.54,210.75
111.39,127.71,147.57,212.63
116.42,127.71,152.61,213.58
122.08,127.39,158.58,212.63
129.01,124.56,165.51,210.43
137.5,120.79,173.37,206.66
144.11,117.01,180.3,202.25
151.35,113.24,187.22,199.74
158.27,109.15,194.77,195.33
165.51,105.69,201.38,191.56
172.43,102.54,208.3,188.73
179.04,99.712,215.22,185.27
184.7,96.566,221.2,181.81
190.68,92.792,227.18,178.98
196.03,89.646,232.84,175.52
201.38,86.815,238.82,172.37
207.35,82.726,244.48,169.54
211.76,80.21,249.52,166.4
216.17,77.693,254.24,164.51
220.57,73.919,258.64,161.36
223.09,72.346,261.16,158.85
223.09,69.83,262.42,156.33
222.77,66.055,261.47,153.5
220.57,63.224,258.96,150.67
216.17,60.079,254.55,147.52
210.5,57.562,248.89,144.38
204.21,55.046,241.65,142.8
196.34,52.844,233.79,140.29
187.53,50.957,225.29,137.77
177.78,49.384,215.54,135.26
168.65,46.553,205.47,133.37
158.9,44.666,195.71,131.17
149.46,42.779,186.27,129.91
138.76,40.891,175.89,128.02
130.58,39.633,167.39,127.08
121.46,38.689,158.58,125.5
112.96,37.431,149.46,124.56
106.04,36.802,142.85,123.62
98.8,36.487,136.24,123.62
93.451,37.431,130.58,123.3
88.102,38.375,125.55,124.25
85.585,39.318,122.71,125.19
84.641,40.577,121.46,126.13
86.214,42.15,123.66,127.39
89.046,44.037,126.18,129.28
93.451,45.295,130.27,130.22
98.486,48.44,134.67,133.05
101.32,52.844,138.13,136.2
104.15,56.619,140.65,139.34
107.3,60.708,142.85,142.49
110.13,64.168,144.74,145.32
112.65,66.684,146.63,148.47
114.53,69.515,148.52,149.41
116.42,70.144,149.46,150.04
118.31,70.144,151.35,149.72
121.14,71.088,152.61,149.41
123.34,71.088,155.12,148.78
126.8,71.088,157.64,147.52
129.95,70.144,161.73,145.64
136.24,70.144,167.39,144.69
142.85,69.515,173.37,143.43
148.83,69.515,178.09,143.43
154.18,68.571,184.07,142.49
159.84,67.942,189.42,139.97
164.25,66.999,193.51,138.09
167.08,66.055,196.03,136.83
169.6,66.055,197.92,135.88
172.74,66.999,200.12,134.94
174.63,67.942,203.26,135.88
179.35,68.886,206.41,135.88
183.44,71.088,211.13,138.09
189.11,72.975,216.48,139.03
194.77,73.604,222.14,139.66
199.8,74.862,226.55,140.29
203.58,75.806,230.64,140.29
208.3,73.919,234.73,139.03
211.45,73.604,237.56,138.09
213.33,72.031,239.45,134.94
214.28,70.144,240.39,133.37
215.22,67.628,242.28,131.48
217.74,66.999,244.17,129.59
221.2,68.571,246.06,130.22
223.09,73.29,248.89,135.26
225.92,79.581,251.72,141.23
228.44,89.961,254.55,150.98
229.07,101.6,254.87,162.94
229.07,110.41,255.5,170.17
230.01,115.75,256.44,177.09
227.49,124.56,253.61,184.33
223.72,128.96,249.52,188.41
220.57,131.8,246.06,191.56
217.11,134.31,243.23,193.76
212.07,135.26,237.88,194.39
207.35,135.26,232.21,195.02
200.43,134.31,225.6,193.76
192.25,132.42,218.37,190.62
182.5,130.22,207.36,189.04
171.48,128.02,198.23,188.41
160.79,127.39,186.27,186.84
150.4,125.19,175.26,184.64
138.76,122.99,163.93,182.75
126.49,120.47,151.98,179.92
115.48,116.7,140.96,176.15
105.09,114.81,130.27,173.95
94.081,112.92,119.25,172.06
84.956,111.04,110.44,170.8
77.404,108.52,103.21,168.91
71.111,106,96.912,167.34
66.391,103.49,91.878,163.88
63.874,99.397,89.046,159.16
64.189,94.993,89.361,154.44
67.021,88.073,92.508,148.47
71.426,80.524,96.913,141.23
76.775,74.233,102.89,133.37
82.753,66.055,109.5,125.5
89.361,58.82,115.16,117.64
95.654,50.957,121.77,110.09
100.69,42.464,126.18,102.54
104.78,34.915,129.64,94.364
108.87,27.051,133.41,86.815
112.02,21.704,136.56,80.839
117.05,16.356,140.65,76.435
121.77,13.211,145.37,72.975
126.18,11.953,149.77,71.717
130.58,13.84,154.81,72.346
136.24,16.986,160.47,75.492
142.54,23.591,166.45,81.468
146.94,29.568,171.8,87.13
154.49,34.915,178.72,93.106
160.79,41.206,184.7,98.768
167.39,47.811,191.94,104.74
174.63,52.215,199.17,109.78
182.81,57.248,207.04,115.75
190.99,63.224,216.17,120.79
200.12,68.257,225.29,125.82
210.19,72.975,234.73,130.85
218.37,77.379,243.54,135.57
226.23,81.782,251.72,139.34
233.47,85.557,258.64,144.06
240.39,89.332,265.88,147.84
245.74,94.05,272.17,152.24
251.41,98.454,277.52,156.64
256.13,102.23,282.24,160.42
259.27,106,285.39,163.57
260.85,107.89,287.28,166.71
259.59,109.78,285.7,169.23
255.5,111.66,281.93,170.17
249.83,111.66,277.21,171.11
243.54,111.98,269.34,171.11
234.73,111.98,260.53,171.11
225.92,111.98,250.78,171.11
216.79,111.98,242.28,171.11
206.73,111.98,232.53,171.11
197.29,113.55,223.09,171.43
187.85,114.5,212.39,172.37
179.04,114.5,203.58,173.63
168.97,116.38,194.14,174.26
159.21,117.33,184.39,175.52
149.14,117.33,173.69,175.52
140.02,117.33,164.56,175.83
131.21,117.33,155.75,175.83
123.03,116.7,146.63,174.57
115.48,114.81,139.08,173.32
107.3,113.87,131.52,172.37
